"Four-Year Graduation Rates, Trend"
"All Districts, English Learner Status"

"",,"Graduates",,,,
"",,"Four-Year Graduation Rate by Year",,,,
"District","English Learner Status","2010-11","2011-12","2012-13","2013-14","2014-15"
"Amistad Academy District","Non-ELL",58.6,71.4,"*",82.6,"*"
"Amistad Academy District","ELL","N/A","N/A","*","N/A","*"
"Ansonia School District","Non-ELL","*",76.9,76.4,"*","*"
"Ansonia School District","ELL","*",60.0,61.5,"*","*"
"Avon School District","Non-ELL","*","*","*",97.4,"*"
"Avon School District","ELL","*","*","*","N/A","*"
"Berlin School District","Non-ELL","*","*","*","*","*"
"Berlin School District","ELL","*","*","*","*","*"
"Bethel School District","Non-ELL","*","*","*","*","*"
"Bethel School District","ELL","*","*","*","*","*"
"Bloomfield School District","Non-ELL","*",78.1,"*","*","*"
"Bloomfield School District","ELL","*","N/A","*","*","*"
"Bolton School District","Non-ELL",94.6,90.4,97.5,94.2,"*"
"Bolton School District","ELL","N/A","N/A","N/A","N/A","*"
"Branford School District","Non-ELL","*","*","*","*","*"
"Branford School District","ELL","*","*","*","*","*"
"Bridgeport Achievement First District","Non-ELL","N/A","N/A","N/A","N/A","*"
"Bridgeport Achievement First District","ELL","N/A","N/A","N/A","N/A","*"
"Bridgeport School District","Non-ELL",61.9,68.4,68.7,73.1,64.2
"Bridgeport School District","ELL",51.9,55.8,58.2,61.6,59.8
"Bristol School District","Non-ELL",76.8,85.4,81.0,82.3,81.5
"Bristol School District","ELL",72.7,76.2,52.0,66.7,77.8
"Brookfield School District","Non-ELL","*","*","*","*","*"
"Brookfield School District","ELL","*","*","*","*","*"
"Canton School District","Non-ELL","*",97.5,94.4,94.1,"*"
"Canton School District","ELL","*","N/A","N/A","N/A","*"
"Capitol Region Education Council","Non-ELL","*",79.8,84.4,"*","*"
"Capitol Region Education Council","ELL","*",66.7,100.0,"*","*"
"Cheshire School District","Non-ELL","*","*","*","*","*"
"Cheshire School District","ELL","*","*","*","*","*"
"Clinton School District","Non-ELL","*","*","*","*","*"
"Clinton School District","ELL","*","*","*","*","*"
"Colchester School District","Non-ELL","*","*","*","*","*"
"Colchester School District","ELL","*","*","*","*","*"
"Common Ground High School District","Non-ELL",86.8,"*","*",89.7,"*"
"Common Ground High School District","ELL","N/A","*","*","N/A","*"
"Connecticut Technical High School System","Non-ELL",93.7,96.2,96.7,96.1,97.3
"Connecticut Technical High School System","ELL",85.1,90.3,87.5,100.0,99.0
"Coventry School District","Non-ELL",90.2,86.3,"*",96.2,"*"
"Coventry School District","ELL","N/A","N/A","*","N/A","*"
"Cromwell School District","Non-ELL","*","*","*","*","*"
"Cromwell School District","ELL","*","*","*","*","*"
"Danbury School District","Non-ELL",80.4,80.4,80.8,81.7,84.4
"Danbury School District","ELL",59.5,55.8,49.6,49.4,45.5
"Darien School District","Non-ELL","*","*",97.2,"*","*"
"Darien School District","ELL","*","*","N/A","*","*"
"Department of Mental Health and Addiction Services","Non-ELL","N/A","N/A","*","*","N/A"
"Department of Mental Health and Addiction Services","ELL","N/A","N/A","N/A","*","N/A"
"Derby School District","Non-ELL","*",75.3,"*","*",83.7
"Derby School District","ELL","*",77.8,"*","*",80.0
"East Granby School District","Non-ELL",96.1,95.1,94.4,90.9,"*"
"East Granby School District","ELL","N/A","N/A","N/A","N/A","*"
"East Haddam School District","Non-ELL",91.8,"*",96.0,93.3,"*"
"East Haddam School District","ELL","N/A","*","N/A","N/A","*"
"East Hampton School District","Non-ELL",91.4,"*","*",96.7,"*"
"East Hampton School District","ELL","N/A","*","*","N/A","*"
"East Hartford School District","Non-ELL",79.8,77.5,78.4,79.9,89.9
"East Hartford School District","ELL",76.5,62.9,67.6,57.1,72.6
"East Haven School District","Non-ELL",85.7,72.7,"*","*",76.0
"East Haven School District","ELL",71.4,60.0,"*","*",63.6
"East Lyme School District","Non-ELL",96.3,94.4,"*","*","*"
"East Lyme School District","ELL","N/A","N/A","*","*","*"
"East Windsor School District","Non-ELL","*",86.5,"*","*","*"
"East Windsor School District","ELL","*","N/A","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","ELL","*","*","*","*","*"
"Ellington School District","Non-ELL","*","*","*","*","*"
"Ellington School District","ELL","*","*","*","*","*"
"Elm City College Preparatory School District","Non-ELL","N/A",78.9,61.5,"*","*"
"Elm City College Preparatory School District","ELL","N/A","N/A","N/A","*","*"
"Enfield School District","Non-ELL","*","*","*","*","*"
"Enfield School District","ELL","*","*","*","*","*"
"Explorations District","Non-ELL",52.9,57.1,"*",66.7,"*"
"Explorations District","ELL","N/A","N/A","*","N/A","*"
"Fairfield School District","Non-ELL",94.1,94.4,92.9,94.3,94.1
"Fairfield School District","ELL",57.1,84.6,78.6,63.6,94.4
"Farmington School District","Non-ELL","*","*","*","*","*"
"Farmington School District","ELL","*","*","*","*","*"
"Glastonbury School District","Non-ELL","*","*","*","*",97.7
"Glastonbury School District","ELL","*","*","*","*",100.0
"Granby School District","Non-ELL",96.9,97.4,97.5,"*","*"
"Granby School District","ELL","N/A","N/A","N/A","*","*"
"Greenwich School District","Non-ELL",95.2,93.0,95.4,96.0,96.0
"Greenwich School District","ELL",80.0,76.7,79.2,74.1,79.3
"Griswold School District","Non-ELL",81.0,"*",87.1,84.7,"*"
"Griswold School District","ELL","N/A","*","N/A","N/A","*"
"Groton School District","Non-ELL","*",82.3,82.4,85.3,"*"
"Groton School District","ELL","*",63.6,77.8,70.0,"*"
"Guilford School District","Non-ELL","*",97.6,"*","*","*"
"Guilford School District","ELL","*","N/A","*","*","*"
"Hamden School District","Non-ELL",83.1,84.3,85.4,89.0,88.9
"Hamden School District","ELL",90.9,84.6,80.0,90.9,75.0
"Hartford School District","Non-ELL",66.3,67.7,73.9,73.4,73.4
"Hartford School District","ELL",47.1,46.3,56.3,59.6,54.5
"Killingly School District","Non-ELL","*","*","*","*","*"
"Killingly School District","ELL","*","*","*","*","*"
"Learn","Non-ELL","N/A","N/A","*","*","*"
"Learn","ELL","N/A","N/A","*","*","*"
"Lebanon School District","Non-ELL",92.5,87.9,"*",93.3,"*"
"Lebanon School District","ELL","N/A","N/A","*","N/A","*"
"Ledyard School District","Non-ELL","*","*",89.7,"*","*"
"Ledyard School District","ELL","*","*","N/A","*","*"
"Lisbon School District","Non-ELL","*","*","*","*","N/A"
"Litchfield School District","Non-ELL","*",97.1,"*",92.8,"*"
"Litchfield School District","ELL","*","N/A","*","N/A","*"
"Madison School District","Non-ELL",96.5,"*",98.7,"*","*"
"Madison School District","ELL","N/A","*","N/A","*","*"
"Manchester School District","Non-ELL",71.3,73.1,75.2,82.7,81.3
"Manchester School District","ELL",69.0,75.0,66.7,64.3,71.4
"Meriden School District","Non-ELL",71.3,72.0,72.4,78.7,74.3
"Meriden School District","ELL",47.4,50.7,48.4,52.5,71.4
"Middletown School District","Non-ELL","*","*",81.5,"*",88.3
"Middletown School District","ELL","*","*",66.7,"*",85.7
"Milford School District","Non-ELL",87.8,86.0,"*","*","*"
"Milford School District","ELL",88.9,87.5,"*","*","*"
"Monroe School District","Non-ELL",97.0,98.5,97.1,96.3,"*"
"Monroe School District","ELL","N/A","N/A","N/A","N/A","*"
"Montville School District","Non-ELL","*",85.9,86.1,"*","*"
"Montville School District","ELL","*",100.0,75.0,"*","*"
"Naugatuck School District","Non-ELL",84.2,84.2,79.1,82.4,85.1
"Naugatuck School District","ELL",59.1,85.7,50.0,66.7,100.0
"New Britain School District","Non-ELL",54.1,64.0,62.5,65.7,70.6
"New Britain School District","ELL",38.3,45.0,53.4,50.5,60.6
"New Canaan School District","Non-ELL","*","*","*",98.4,"*"
"New Canaan School District","ELL","*","*","*","N/A","*"
"New Fairfield School District","Non-ELL",90.9,"*","*","*","*"
"New Fairfield School District","ELL","N/A","*","*","*","*"
"New Haven School District","Non-ELL",66.4,71.9,73.5,77.0,77.4
"New Haven School District","ELL",42.2,62.3,52.9,57.3,56.2
"New London School District","Non-ELL",63.3,62.4,64.0,73.0,77.8
"New London School District","ELL",59.6,60.4,65.0,61.5,59.1
"New Milford School District","Non-ELL","*","*","*","*","*"
"New Milford School District","ELL","*","*","*","*","*"
"Newington School District","Non-ELL","*",89.1,90.6,93.2,92.7
"Newington School District","ELL","*",88.9,80.0,81.8,93.8
"Newtown School District","Non-ELL","*","*",94.1,"*","*"
"Newtown School District","ELL","*","*","N/A","*","*"
"North Branford School District","Non-ELL","*","*","*","*","*"
"North Branford School District","ELL","*","*","*","*","*"
"North Haven School District","Non-ELL","*","*","*","*","*"
"North Haven School District","ELL","*","*","*","*","*"
"North Stonington School District","Non-ELL","*",87.0,95.8,96.4,"*"
"North Stonington School District","ELL","*","N/A","N/A","N/A","*"
"Norwalk School District","Non-ELL",85.8,87.0,87.0,85.4,91.0
"Norwalk School District","ELL",71.7,64.2,65.0,65.2,75.9
"Norwich Free Academy District","Non-ELL",80.7,87.2,80.9,86.9,88.4
"Norwich Free Academy District","ELL",91.4,63.3,85.3,87.1,79.6
"Norwich School District","Non-ELL","*",22.4,"N/A","N/A","N/A"
"Norwich School District","ELL","*","N/A","N/A","N/A","N/A"
"Old Saybrook School District","Non-ELL","*","*","*","*","*"
"Old Saybrook School District","ELL","*","*","*","*","*"
"Oxford School District","Non-ELL",94.8,91.8,"*","*","*"
"Oxford School District","ELL","N/A","N/A","*","*","*"
"Plainfield School District","Non-ELL","*","*","*","*","*"
"Plainfield School District","ELL","*","*","*","*","*"
"Plainville School District","Non-ELL","*","*","*","*","*"
"Plainville School District","ELL","*","*","*","*","*"
"Plymouth School District","Non-ELL",90.0,84.2,"*","*","*"
"Plymouth School District","ELL","N/A","N/A","*","*","*"
"Portland School District","Non-ELL","*","*","*","*","*"
"Portland School District","ELL","*","*","*","*","*"
"Putnam School District","Non-ELL","*","*",77.1,"*","*"
"Putnam School District","ELL","*","*","N/A","*","*"
"Regional School District 01","Non-ELL",83.3,94.3,"*",89.3,"*"
"Regional School District 01","ELL","N/A","N/A","*","N/A","*"
"Regional School District 04","Non-ELL","*","*",95.1,"*","*"
"Regional School District 04","ELL","*","*","N/A","*","*"
"Regional School District 05","Non-ELL","*","*","*","*","*"
"Regional School District 05","ELL","*","*","*","*","*"
"Regional School District 06","Non-ELL","*","*","*","*","*"
"Regional School District 06","ELL","*","*","*","*","*"
"Regional School District 07","Non-ELL","*","*",94.8,92.4,"*"
"Regional School District 07","ELL","*","*","N/A","N/A","*"
"Regional School District 08","Non-ELL","*","*",91.9,"*","*"
"Regional School District 08","ELL","*","*","N/A","*","*"
"Regional School District 09","Non-ELL",95.5,"*","*","*","*"
"Regional School District 09","ELL","N/A","*","*","*","*"
"Regional School District 10","Non-ELL",95.5,96.1,"*",94.5,"*"
"Regional School District 10","ELL","N/A","N/A","*","N/A","*"
"Regional School District 11","Non-ELL",71.1,95.2,86.4,92.5,"*"
"Regional School District 11","ELL","N/A","N/A","N/A","N/A","*"
"Regional School District 12","Non-ELL","*","*","*",93.8,"*"
"Regional School District 12","ELL","*","*","*","N/A","*"
"Regional School District 13","Non-ELL","*",97.2,"*",93.3,"*"
"Regional School District 13","ELL","*","N/A","*","N/A","*"
"Regional School District 14","Non-ELL","*","*","*","*","*"
"Regional School District 14","ELL","*","*","*","*","*"
"Regional School District 15","Non-ELL","*","*","*","*","*"
"Regional School District 15","ELL","*","*","*","*","*"
"Regional School District 16","Non-ELL","*","*","*",92.8,"*"
"Regional School District 16","ELL","*","*","*","N/A","*"
"Regional School District 17","Non-ELL",92.8,93.7,"*","*","*"
"Regional School District 17","ELL","N/A","N/A","*","*","*"
"Regional School District 18","Non-ELL","*",97.1,"*",97.2,"*"
"Regional School District 18","ELL","*","N/A","*","N/A","*"
"Regional School District 19","Non-ELL","*","*","*","*","*"
"Regional School District 19","ELL","*","*","*","*","*"
"Ridgefield School District","Non-ELL",96.1,98.2,"*","*",96.1
"Ridgefield School District","ELL","N/A","N/A","*","*",100.0
"Rocky Hill School District","Non-ELL","*","*","*",91.5,"*"
"Rocky Hill School District","ELL","*","*","*",100.0,"*"
"Seymour School District","Non-ELL",82.5,"*","*","*","*"
"Seymour School District","ELL",100.0,"*","*","*","*"
"Shelton School District","Non-ELL",87.5,"*",90.2,"*","*"
"Shelton School District","ELL",100.0,"*",87.5,"*","*"
"Simsbury School District","Non-ELL",94.8,"*",97.3,"*","*"
"Simsbury School District","ELL",100.0,"*","N/A","*","*"
"Somers School District","Non-ELL",94.5,"*","*",96.9,"*"
"Somers School District","ELL","N/A","*","*","N/A","*"
"South Windsor School District","Non-ELL",90.7,"*","*","*","*"
"South Windsor School District","ELL",100.0,"*","*","*","*"
"Southington School District","Non-ELL","*","*",90.9,"*","*"
"Southington School District","ELL","*","*",100.0,"*","*"
"Stafford School District","Non-ELL","*",88.0,"*","*","*"
"Stafford School District","ELL","*","N/A","*","*","*"
"Stamford Academy District","Non-ELL","*","*","*",24.6,"*"
"Stamford Academy District","ELL","*","*","*","N/A","*"
"Stamford School District","Non-ELL",87.0,88.5,91.0,90.1,89.4
"Stamford School District","ELL",70.9,63.4,72.7,75.8,74.7
"Stonington School District","Non-ELL","*",92.3,"*",93.2,"*"
"Stonington School District","ELL","*","N/A","*","N/A","*"
"Stratford School District","Non-ELL",87.8,86.7,88.5,92.2,91.6
"Stratford School District","ELL",95.7,81.8,92.3,77.8,92.9
"Suffield School District","Non-ELL",94.9,90.8,92.7,"*","*"
"Suffield School District","ELL","N/A","N/A","N/A","*","*"
"The Bridge Academy District","Non-ELL",85.7,76.2,88.9,88.2,"*"
"The Bridge Academy District","ELL","N/A","N/A","N/A","N/A","*"
"The Gilbert School District","Non-ELL",77.3,"*","*","*","*"
"The Gilbert School District","ELL","N/A","*","*","*","*"
"Thomaston School District","Non-ELL","*","*","*",93.1,"*"
"Thomaston School District","ELL","*","*","*","N/A","*"
"Thompson School District","Non-ELL",88.4,85.1,89.7,90.7,"*"
"Thompson School District","ELL","N/A","N/A","N/A","N/A","*"
"Tolland School District","Non-ELL",92.4,96.5,93.9,91.3,"*"
"Tolland School District","ELL","N/A","N/A","N/A","N/A","*"
"Torrington School District","Non-ELL",78.1,80.6,84.6,83.5,84.8
"Torrington School District","ELL",61.5,61.5,83.3,100.0,73.1
"Trumbull School District","Non-ELL","*",97.6,98.0,"*",98.1
"Trumbull School District","ELL","*",77.8,91.7,"*",100.0
"Unified School District #1","Non-ELL","*","*","*","*","*"
"Unified School District #1","ELL","*","*","*","*","*"
"Unified School District #2","Non-ELL",30.0,20.3,"*",27.7,"*"
"Unified School District #2","ELL","N/A","N/A","*","N/A","*"
"Vernon School District","Non-ELL",81.6,81.9,81.6,82.1,"*"
"Vernon School District","ELL",87.5,83.3,75.0,87.5,"*"
"Wallingford School District","Non-ELL",87.2,92.5,91.2,"*",93.3
"Wallingford School District","ELL",80.0,88.9,80.0,"*",88.9
"Waterbury School District","Non-ELL",69.0,64.1,67.5,71.5,71.7
"Waterbury School District","ELL",43.9,52.8,59.4,42.2,55.4
"Waterford School District","Non-ELL","*","*","*","*","*"
"Waterford School District","ELL","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*"
"West Hartford School District","Non-ELL",90.8,93.3,94.6,94.5,93.8
"West Hartford School District","ELL",80.6,80.6,69.6,77.8,84.4
"West Haven School District","Non-ELL",68.2,71.9,70.6,73.5,77.3
"West Haven School District","ELL",65.2,75.0,55.6,76.9,80.5
"Westbrook School District","Non-ELL",94.7,91.5,96.2,95.8,"*"
"Westbrook School District","ELL","N/A","N/A","N/A","N/A","*"
"Weston School District","Non-ELL",98.5,99.5,99.0,"*","*"
"Weston School District","ELL","N/A","N/A","N/A","*","*"
"Westport School District","Non-ELL","*","*","*","*","*"
"Westport School District","ELL","*","*","*","*","*"
"Wethersfield School District","Non-ELL",91.2,90.4,91.1,92.3,91.6
"Wethersfield School District","ELL",90.9,90.9,72.7,75.0,72.7
"Wilton School District","Non-ELL","*","*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*"
"Windham School District","Non-ELL",65.3,74.3,79.2,75.5,80.2
"Windham School District","ELL",40.0,57.8,59.0,65.0,83.3
"Windsor Locks School District","Non-ELL","*","*","*","*","*"
"Windsor Locks School District","ELL","*","*","*","*","*"
"Windsor School District","Non-ELL","*","*","*","*","*"
"Windsor School District","ELL","*","*","*","*","*"
"Wolcott School District","Non-ELL","*",93.6,94.1,"*","*"
"Wolcott School District","ELL","*","N/A","N/A","*","*"
"Woodstock Academy District","Non-ELL","*","*","*","*","*"
"Woodstock Academy District","ELL","*","*","*","*","*"

